,Bitcoin,avg,top,+SL,TopvBot,mozaic,crypto_on,btcXalt,1+2,1+3,1+2+3
2019-05-25,0.568827083376739,0.201066131930182,0.6575366668510989,0.7776392743477778,1.6831351146641735,1.024038417510706,1.1324283386816212,1.462525901871375,0.8770684679473059,1.2698753706087431,1.073524056635778
2019-05-26,0.612670988456666,0.21552025780301695,0.7103931459945708,0.8401502735937193,1.7891893669496621,1.100425247279245,1.2060791164168623,1.498738259462423,0.9534817494947051,1.380321242945098,1.17501060730606
2019-05-27,0.6220351273862056,0.22930626639134583,0.7634443258175273,0.9028915366450764,1.9036278251393397,1.178672196974767,1.210281833348891,1.4624213416922323,1.0187208296762578,1.461746767440562,1.238416996092328
2019-05-28,0.6159731056941071,0.23131445436689,0.7723700086609881,0.9134475434495138,1.9257515780762335,1.192425163597894,1.213438242056097,1.4505749830610992,1.0306773274058787,1.472882253732929,1.2477152002738352
2019-05-29,0.6117012139909699,0.23729056977923746,0.7987440958221159,0.9446389994329243,1.9927719906907526,1.233403303212246,1.220923462200713,1.4208357646198482,1.0659154211287434,1.508400129383406,1.2767186340427075
2019-05-30,0.587682774341391,0.2279699960223246,0.7614545578635545,0.9005383268761705,1.8822022400760747,1.172203547759862,1.147507093306776,1.4113564923723712,0.999646780580501,1.428523680030549,1.1966786735266064
2019-05-31,0.6056978975250991,0.24020267671757786,0.782920567738803,0.9259252188687818,1.9266301198669418,1.203456757590549,1.155927133512382,1.4031844190362923,1.0268004402943904,1.462475141863139,1.2244710043649654
2019-06-01,0.6049572183077011,0.23865803625836698,0.7826437348697828,0.925597820987822,1.9289664594853029,1.203659530450539,1.162635995952601,1.4089543766449482,1.0284546542407145,1.4657284391212337,1.2286991433046615
2019-06-02,0.6175975365603908,0.24485208606321426,0.7799630825601633,0.9224275331211177,1.9223595090116519,1.199536846582336,1.169523546583455,1.4109771504650033,1.0266313605208335,1.4617602775090117,1.2275250641268944
2019-06-03,0.5798787043791098,0.2299924179104924,0.7586952265016704,0.8972749888052818,1.869540555286046,1.16674484732094,1.18228631920175,1.3883632111855873,1.0027702331143364,1.4100858953928517,1.1918194131417894
2019-06-04,0.5444725200905044,0.21543251966321322,0.7303462526500514,0.8637479224592323,1.816786898318334,1.126706712206714,1.148921370516825,1.3678194223861613,0.9630049061284198,1.3512646329935427,1.1386662042619684
2019-06-05,0.5526992193929539,0.21851489772664046,0.7302217208150382,0.8636006442149988,1.7928286277085803,1.121625945666763,1.15010803065788,1.3704518149323903,0.9591281235572954,1.3464715121853108,1.1353251167469844
2019-06-06,0.5525432469881353,0.21772195999744606,0.7190999468850888,0.8504666096051008,1.7584473584107003,1.103100580347612,1.180250023577211,1.3539299159036733,0.9503629306718384,1.3161160803805487,1.1197280263084624
2019-06-07,0.5682200947920425,0.22446117777724733,0.7314144975600282,0.8625839557038016,1.7681723082334353,1.116694425287912,1.161453085196572,1.3619857313623223,0.9577050366791697,1.3362503928176017,1.1306866852705943
