,,,,total,total,total,fatal,fatal,fatal
vax_name,,,,astra,moderna,pfizer,astra,moderna,pfizer
name0,name1,reaction name,level,,,,,,
Metabolic disorders,Metabolic disordersMetabolic disorders cont'd,Hypokalaemia,3,6.0,3.0,,0.0,0.0,
Metabolic disorders,Metabolic disordersMetabolic disorders cont'd,Hypokalaemic syndrome,3,3.0,,,0.0,,
Metabolic disorders,Mixed acid-base disorders,Acidosis,3,5.0,,4.0,0.0,,0.0
Metabolic disorders,Phosphorus metabolism disorders,Hypophosphataemia,3,2.0,1.0,1.0,0.0,0.0,0.0
Metabolic disorders,Potassium imbalance,Hyperkalaemia,3,8.0,,6.0,0.0,,0.0
Metabolic disorders,Potassium imbalance,Hypokalaemia,3,,,5.0,,,0.0
Metabolic disorders,Potassium imbalance,Hypokalaemic syndrome,3,,,1.0,,,0.0
Metabolic disorders,Protein metabolism disorders NEC,Hypoalbuminaemia,3,2.0,,,0.0,,
Metabolic disorders,Sodium imbalance,Hypernatraemia,3,3.0,,1.0,0.0,,0.0
Metabolic disorders,Sodium imbalance,Hyponatraemia,3,30.0,2.0,14.0,0.0,0.0,0.0
Metabolic disorders,Sodium imbalance,Hyponatraemic syndrome,3,4.0,1.0,3.0,1.0,0.0,0.0
Metabolic disorders,Sodium imbalance,Salt intoxication,3,,,1.0,,,0.0
Metabolic disorders,Sugar intolerance (excl glucose intolerance),Lactose intolerance,3,9.0,2.0,6.0,0.0,0.0,0.0
Metabolic disorders,Total fluid volume decreased,Dehydration,3,702.0,119.0,249.0,0.0,0.0,0.0
Metabolic disorders,Total fluid volume decreased,Hypovolaemia,3,2.0,,,0.0,,
Metabolic disorders,Total fluid volume increased,Fluid retention,3,101.0,13.0,73.0,0.0,0.0,0.0
Metabolic disorders,Total fluid volume increased,Hypervolaemia,3,13.0,,6.0,0.0,,0.0
Metabolic disorders,Vitamin deficiencies NEC,Hypovitaminosis,3,4.0,,6.0,0.0,,0.0
Metabolic disorders,Water soluble vitamin deficiencies,Folate deficiency,3,13.0,2.0,11.0,0.0,0.0,0.0
Metabolic disorders,Water soluble vitamin deficiencies,Vitamin B complex deficiency,3,2.0,,1.0,0.0,,0.0
Metabolic disorders,Water soluble vitamin deficiencies,Vitamin B12 deficiency,3,18.0,,10.0,0.0,,0.0
Muscle & tissue disorders,Arthropathies NEC,Arthritis,3,662.0,77.0,437.0,0.0,0.0,0.0
Muscle & tissue disorders,Arthropathies NEC,Arthritis allergic,3,,1.0,,,0.0,
Muscle & tissue disorders,Arthropathies NEC,Arthritis enteropathic,3,2.0,1.0,,0.0,0.0,
Muscle & tissue disorders,Arthropathies NEC,Arthropathy,3,43.0,10.0,36.0,0.0,0.0,0.0
Muscle & tissue disorders,Arthropathies NEC,Autoimmune arthritis,3,13.0,1.0,11.0,0.0,0.0,0.0
Muscle & tissue disorders,Arthropathies NEC,Haemarthrosis,3,9.0,,5.0,0.0,,0.0
Muscle & tissue disorders,Arthropathies NEC,Joint microhaemorrhage,3,,,1.0,,,0.0
Muscle & tissue disorders,Arthropathies NEC,Oligoarthritis,3,1.0,,,0.0,,
Muscle & tissue disorders,Arthropathies NEC,Palindromic rheumatism,3,9.0,1.0,3.0,0.0,0.0,0.0
Muscle & tissue disorders,Arthropathies NEC,Polyarthritis,3,22.0,3.0,18.0,0.0,0.0,0.0
Muscle & tissue disorders,Arthropathies NEC,Rheumatic fever,3,8.0,1.0,2.0,0.0,0.0,0.0
Muscle & tissue disorders,Arthropathies NEC,Sacroiliitis,3,4.0,,6.0,0.0,,0.0
Muscle & tissue disorders,Arthropathies NEC,Seronegative arthritis,3,4.0,,5.0,0.0,,0.0
Muscle & tissue disorders,Arthropathies NEC,Sympathetic posterior cervical syndrome,3,1.0,,,0.0,,
Muscle & tissue disorders,Bone disorders NEC,Bone cyst,3,,,2.0,,,0.0
Muscle & tissue disorders,Bone disorders NEC,Bone disorder,3,4.0,,2.0,0.0,,0.0
Muscle & tissue disorders,Bone disorders NEC,Bone erosion,3,1.0,1.0,,0.0,0.0,
Muscle & tissue disorders,Bone disorders NEC,Bone loss,3,2.0,,,0.0,,
Muscle & tissue disorders,Bone disorders NEC,Exostosis,3,2.0,2.0,1.0,0.0,0.0,0.0
Muscle & tissue disorders,Bone disorders NEC,Jaw cyst,3,1.0,1.0,,0.0,0.0,
Muscle & tissue disorders,Bone disorders NEC,Jaw disorder,3,5.0,2.0,4.0,0.0,0.0,0.0
Muscle & tissue disorders,Bone disorders NEC,Medial tibial stress syndrome,3,9.0,1.0,8.0,0.0,0.0,0.0
Muscle & tissue disorders,Bone disorders NEC,Osteitis,3,12.0,1.0,9.0,0.0,0.0,0.0
Muscle & tissue disorders,Bone disorders NEC,Osteonecrosis,3,5.0,,1.0,0.0,,0.0
Muscle & tissue disorders,Bone disorders NEC,Osteonecrosis of jaw,3,4.0,,3.0,0.0,,0.0
Muscle & tissue disorders,Bone disorders NEC,Osteosclerosis,3,2.0,,,0.0,,
Muscle & tissue disorders,Bone disorders NEC,Spinal disorder,3,4.0,,4.0,0.0,,0.0
Muscle & tissue disorders,Bone related signs and symptoms,Bone pain,3,1132.0,146.0,470.0,0.0,0.0,0.0
Muscle & tissue disorders,Bone related signs and symptoms,Bone swelling,3,11.0,2.0,10.0,0.0,0.0,0.0
Muscle & tissue disorders,Bone related signs and symptoms,Coccydynia,3,8.0,1.0,5.0,0.0,0.0,0.0
Muscle & tissue disorders,Bone related signs and symptoms,Metatarsalgia,3,,,1.0,,,0.0
Muscle & tissue disorders,Bone related signs and symptoms,Pain in jaw,3,642.0,117.0,443.0,0.0,0.0,0.0
Muscle & tissue disorders,Bone related signs and symptoms,Pubic pain,3,1.0,1.0,2.0,0.0,0.0,0.0
Muscle & tissue disorders,Bone related signs and symptoms,Spinal pain,3,286.0,26.0,108.0,0.0,0.0,0.0
Muscle & tissue disorders,Bursal disorders,Bursitis,3,238.0,26.0,116.0,0.0,0.0,0.0
Muscle & tissue disorders,Cartilage disorders,Chondritis,3,1.0,1.0,1.0,0.0,0.0,0.0
Muscle & tissue disorders,Cartilage disorders,Chondropathy,3,2.0,,1.0,0.0,,0.0
Muscle & tissue disorders,Cartilage disorders,Costochondritis,3,98.0,26.0,150.0,0.0,0.0,0.0
Muscle & tissue disorders,Cartilage disorders,Osteochondritis,3,,,1.0,,,0.0
Muscle & tissue disorders,Cartilage disorders,Osteochondrosis,3,1.0,,,0.0,,
Muscle & tissue disorders,Cartilage disorders,Polychondritis,3,2.0,,3.0,0.0,,0.0
Muscle & tissue disorders,Connective tissue disorders NEC,Collagen disorder,3,2.0,,,0.0,,
Muscle & tissue disorders,Connective tissue disorders NEC,Connective tissue disorder,3,7.0,,4.0,0.0,,0.0
Muscle & tissue disorders,Connective tissue disorders NEC,Eosinophilic fasciitis,3,1.0,,,0.0,,
Muscle & tissue disorders,Connective tissue disorders NEC,Mixed connective tissue disease,3,1.0,,,0.0,,
Muscle & tissue disorders,Connective tissue disorders NEC,Morphoea,3,5.0,1.0,,0.0,0.0,
Muscle & tissue disorders,Connective tissue disorders NEC,Polymyalgia rheumatica,3,121.0,11.0,105.0,0.0,0.0,0.0
Muscle & tissue disorders,Connective tissue disorders NEC,Reynold's syndrome,3,6.0,2.0,3.0,0.0,0.0,0.0
Muscle & tissue disorders,Connective tissue disorders NEC,Scleroderma,3,5.0,,4.0,0.0,,0.0
Muscle & tissue disorders,Connective tissue disorders NEC,Sjogren's syndrome,3,5.0,,10.0,0.0,,0.0
Muscle & tissue disorders,Connective tissue disorders NEC,Systemic scleroderma,3,3.0,2.0,1.0,0.0,0.0,0.0
Muscle & tissue disorders,Crystal arthropathic disorders,Chondrocalcinosis pyrophosphate,3,,,3.0,,,0.0
Muscle & tissue disorders,Crystal arthropathic disorders,Crystal arthropathy,3,,,2.0,,,0.0
Muscle & tissue disorders,Crystal arthropathic disorders,Gouty arthritis,3,,,2.0,,,0.0
Muscle & tissue disorders,Epiphyseal disorders,Epiphyses premature fusion,3,1.0,,1.0,0.0,,0.0
Muscle & tissue disorders,Extremity deformities,Acquired claw toe,3,1.0,,,0.0,,
Muscle & tissue disorders,Extremity deformities,Bone deformity,3,,,1.0,,,0.0
Muscle & tissue disorders,Extremity deformities,Elbow deformity,3,1.0,,,0.0,,
Muscle & tissue disorders,Extremity deformities,Finger deformity,3,6.0,2.0,4.0,0.0,0.0,0.0
Muscle & tissue disorders,Extremity deformities,Foot deformity,3,7.0,3.0,,0.0,0.0,
Muscle & tissue disorders,Extremity deformities,Hand deformity,3,4.0,2.0,,0.0,0.0,
Muscle & tissue disorders,Extremity deformities,Knee deformity,3,1.0,,,0.0,,
Muscle & tissue disorders,Extremity deformities,Limb deformity,3,10.0,,,0.0,,
Muscle & tissue disorders,Extremity deformities,Wrist deformity,3,2.0,,,0.0,,
Muscle & tissue disorders,Fractures NEC,Osteoporotic fracture,3,4.0,,2.0,0.0,,0.0
Muscle & tissue disorders,Fractures NEC,Pathological fracture,3,1.0,,,0.0,,
Muscle & tissue disorders,Intervertebral disc disorders NEC,Intervertebral disc compression,3,,,1.0,,,0.0
Muscle & tissue disorders,Intervertebral disc disorders NEC,Intervertebral disc degeneration,3,3.0,,,0.0,,
Muscle & tissue disorders,Intervertebral disc disorders NEC,Intervertebral disc disorder,3,1.0,,,0.0,,
Muscle & tissue disorders,Intervertebral disc disorders NEC,Intervertebral disc protrusion,3,13.0,3.0,3.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related disorders NEC,Ankle impingement,3,1.0,,,0.0,,
Muscle & tissue disorders,Joint related disorders NEC,Carpal collapse,3,,,1.0,,,0.0
Muscle & tissue disorders,Joint related disorders NEC,Chondromalacia,3,,,1.0,,,0.0
Muscle & tissue disorders,Joint related disorders NEC,Femoroacetabular impingement,3,2.0,,,0.0,,
Muscle & tissue disorders,Joint related disorders NEC,Greater trochanteric pain syndrome,3,10.0,1.0,2.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related disorders NEC,Hypermobility syndrome,3,3.0,1.0,1.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related disorders NEC,Joint adhesion,3,1.0,,,0.0,,
Muscle & tissue disorders,Joint related disorders NEC,Joint ankylosis,3,2.0,,1.0,0.0,,0.0
Muscle & tissue disorders,Joint related disorders NEC,Joint contracture,3,1.0,,,0.0,,
Muscle & tissue disorders,Joint related disorders NEC,Joint deposit,3,,,1.0,,,0.0
Muscle & tissue disorders,Joint related disorders NEC,Joint destruction,3,,,1.0,,,0.0
Muscle & tissue disorders,Joint related disorders NEC,Joint instability,3,3.0,,2.0,0.0,,0.0
Muscle & tissue disorders,Joint related disorders NEC,Joint laxity,3,6.0,,3.0,0.0,,0.0
Muscle & tissue disorders,Joint related disorders NEC,Joint lock,3,66.0,13.0,36.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related disorders NEC,Ligament laxity,3,1.0,,1.0,0.0,,0.0
Muscle & tissue disorders,Joint related disorders NEC,Patellofemoral pain syndrome,3,7.0,,3.0,0.0,,0.0
Muscle & tissue disorders,Joint related disorders NEC,Periarthritis,3,573.0,67.0,303.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related disorders NEC,Rotator cuff syndrome,3,111.0,11.0,47.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related disorders NEC,Temporomandibular joint syndrome,3,25.0,3.0,17.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Arthralgia,3,23676.0,3135.0,10890.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Jaw clicking,3,6.0,,7.0,0.0,,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Joint effusion,3,12.0,1.0,17.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Joint noise,3,54.0,5.0,45.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Joint range of motion decreased,3,7.0,1.0,40.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Joint stiffness,3,502.0,103.0,327.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Joint swelling,3,1133.0,112.0,711.0,0.0,0.0,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Joint vibration,3,6.0,,4.0,0.0,,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Joint warmth,3,39.0,,17.0,0.0,,0.0
Muscle & tissue disorders,Joint related signs and symptoms,Loose body in joint,3,1.0,,1.0,0.0,,0.0
Muscle & tissue disorders,Ligament disorders,Ligament pain,3,11.0,,4.0,0.0,,0.0
Muscle & tissue disorders,Ligament disorders,Ligamentitis,3,,,3.0,,,0.0
Muscle & tissue disorders,Ligament disorders,Symphysiolysis,3,,,1.0,,,0.0
Muscle & tissue disorders,Lupus erythematosus (incl subtypes),Lupus-like syndrome,3,4.0,2.0,1.0,0.0,0.0,0.0
Muscle & tissue disorders,Lupus erythematosus (incl subtypes),Systemic lupus erythematosus,3,44.0,4.0,32.0,0.0,0.0,0.0
Muscle & tissue disorders,Metabolic bone disorders,Osteopenia,3,,,4.0,,,0.0
Muscle & tissue disorders,Metabolic bone disorders,Osteoporosis,3,,,8.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Back pain,3,,,2974.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Chondrocalcinosis pyrophosphate,3,5.0,,,0.0,,
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Dwarfism,3,1.0,,,0.0,,
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Flank pain,3,,,87.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Foot deformity,3,,,4.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Gouty tophus,3,1.0,,,0.0,,
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Growing pains,3,,,1.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Hand deformity,3,,,6.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Joint vibration,3,,2.0,,,0.0,
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Joint warmth,3,,8.0,,,0.0,
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Knee deformity,3,,,1.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Limb deformity,3,,,6.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Limb discomfort,3,,,1715.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Low turnover osteopathy,3,1.0,,,0.0,,
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Musculoskeletal chest pain,3,,,324.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Musculoskeletal deformity,3,,,1.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Musculoskeletal discomfort,3,,,133.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Musculoskeletal pain,3,,,149.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Neck pain,3,,586.0,2309.0,,0.0,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Osteopenia,3,2.0,,,0.0,,
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Osteoporosis,3,13.0,,,0.0,,
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Pain in extremity,3,,4552.0,15020.0,,1.0,1.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Rheumatic disorder,3,,,17.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Sacral pain,3,,1.0,4.0,,0.0,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Spinal stenosis,3,3.0,,,0.0,,
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Synovial cyst,3,,,23.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Synovitis,3,,,15.0,,,0.0
Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,Thoracic spinal stenosis,3,1.0,,,0.0,,
Muscle & tissue disorders,Muscle infections and inflammations,Antisynthetase syndrome,3,,,3.0,,,0.0
Muscle & tissue disorders,Muscle infections and inflammations,Autoimmune myositis,3,2.0,,1.0,0.0,,0.0
Muscle & tissue disorders,Muscle infections and inflammations,Immune-mediated myositis,3,,,2.0,,,0.0
Muscle & tissue disorders,Muscle infections and inflammations,Myositis,3,59.0,11.0,55.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle infections and inflammations,Polymyositis,3,6.0,,9.0,0.0,,0.0
Muscle & tissue disorders,Muscle pains,Fibromyalgia,3,335.0,28.0,154.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle pains,Myalgia,3,27156.0,3911.0,12133.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle pains,Myalgia intercostal,3,3.0,1.0,2.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle pains,Myofascial pain syndrome,3,30.0,,13.0,0.0,,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Haematoma muscle,3,4.0,,1.0,0.0,,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle atrophy,3,46.0,3.0,38.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle discomfort,3,22.0,3.0,9.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle disorder,3,15.0,2.0,12.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle fatigue,3,1038.0,134.0,416.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle haemorrhage,3,5.0,1.0,1.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle hypertrophy,3,1.0,,,0.0,,
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle mass,3,14.0,1.0,5.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle oedema,3,4.0,,5.0,0.0,,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle spasms,3,3686.0,567.0,2411.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle swelling,3,35.0,19.0,45.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle tightness,3,208.0,35.0,118.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Muscle twitching,3,640.0,101.0,584.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Myofascial spasm,3,,,1.0,,,0.0
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Myosclerosis,3,,1.0,,,0.0,
Muscle & tissue disorders,Muscle related signs and symptoms NEC,Neuropathic muscular atrophy,3,1.0,,,0.0,,
Muscle & tissue disorders,Muscle tone abnormalities,Muscle rigidity,3,55.0,8.0,28.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle tone abnormalities,Nuchal rigidity,3,19.0,5.0,14.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle tone abnormalities,Torticollis,3,14.0,,7.0,0.0,,0.0
Muscle & tissue disorders,Muscle tone abnormalities,Trismus,3,60.0,12.0,42.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle weakness conditions,Muscular weakness,3,2382.0,336.0,1242.0,0.0,0.0,0.0
Muscle & tissue disorders,Muscle weakness conditions,Sarcopenia,3,2.0,,,0.0,,
Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Back disorder,3,4.0,,5.0,0.0,,0.0
Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Camptocormia,3,1.0,,,0.0,,
Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Chest wall mass,3,,,1.0,,,0.0
Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Extremity contracture,3,2.0,,,0.0,,
Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Growth disorder,3,,,2.0,,,0.0
Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Growth retardation,3,,1.0,,,0.0,
Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,Infantile back arching,3,1.0,,,0.0,,
